"modima_p_value","medtest_p_value","ccmm_CI_lower","ccmm_CI_upper","ldm_p_value","permanova_p_value"
0.729,0.87,-80.9490970869177,11.0825311724076,0.8346,0.538571428571429
0.661,0.669,-36.5890204219393,31.7994030224962,0.6778,0.66
0.95,0.939,-85.2498039730608,39.2405565300585,0.4023,0.933
0.844,0.832,-12.6780442849201,40.7924788665177,0.4898,0.885
0.888,0.96,6.51986887442724,55.0584686402354,0.5803,0.933333333333333
0.601,0.954,-39.7890851198051,17.8776396813706,0.9946,0.703333333333333
0.37,0.966,-8.38303004881221,92.6029652051091,0.2675,0.706666666666667
0.08,0.348,-49.7334661423882,45.6294083867057,0.8042,0.0909090909090909
0.847,0.727,-40.2931585194401,22.8999905058503,0.9062,0.783333333333333
0.475,0.878,-65.2096218990227,25.3082019631957,0.19,0.607
0.863,0.875,-106.085200326178,14.1330675888386,0.9992,0.744
0.549,0.71,-6.98836756787201,63.3977119223997,0.0261,0.555
0.17,0.129,-50.3012473517016,37.0117499797265,0.5824,0.149
0.983,0.986,-31.1096920613491,29.6988773003771,0.9982,0.995
0.387,0.925,-19.3126666925001,48.1537383952553,0.0372,0.268888888888889
0.855,0.969,-35.8662518509383,20.9368225273904,0.971,0.966666666666667
0.974,0.977,-17.9931431534863,43.9539393279863,0.9677,1
0.352,0.38,-25.7388920836858,64.7046925062154,0.9776,0.5275
0.575,0.388,-83.1390009967283,3.44461255541771,0.046,0.568
0.621,0.999,-21.1095538156734,56.1938860917485,0.5175,0.572
0.63,0.911,-34.0443479831309,50.5309593796883,0.9883,0.631666666666667
0.934,0.809,-57.1605858937068,57.7964838512545,0.9948,0.613333333333333
0.813,0.907,-113.425113279133,101.416950734381,0.9434,0.812
0.967,0.974,1.0274172892727,41.7777990903529,0.0409,0.942
0.395,0.386,-19.7519520780402,77.7298110310895,0.9077,0.487
0.463,0.244,-120.652020173143,86.3808272511999,0.9928,0.571
0.537,0.502,-12.581437791211,61.7543233542122,0.0317,0.666666666666667
0.462,0.538,-71.6216183818016,53.9903552778308,0.9924,0.56875
0.589,0.515,-29.8302529617482,29.6929687711343,0.9067,0.86
0.415,0.771,-18.6143437389639,37.4595072518034,0.9773,0.755
0.349,0.423,-37.9162325902382,20.7273948014838,0.9976,0.487
0.748,0.776,-77.3818195344136,-2.15368328001481,0.0042995700429957,0.975
0.363,0.603,-60.4739738795637,105.587392621937,0.9937,0.5325
0.708,0.97,-27.2670856806438,32.1024537076905,0.9859,0.932
0.583,0.683,-66.3103935402769,-14.2165784224261,0.1789,0.9
0.583,0.721,-26.8903843565564,13.6981598045893,0.8559,0.652
0.993,0.989,-40.0903491800325,58.8503554208056,0.9495,0.993333333333333
0.598,0.668,-56.496041390083,35.3644518097344,0.6833,0.913333333333333
0.127,0.674,-6.279378602822,34.6186242636281,0.981,0.617
0.28,0.382,-34.8983466956143,37.6552978278412,0.9428,0.257
0.551,0.676,-53.1298850196638,9.08380443418695,0.9922,0.678
0.693,0.991,-42.0439731075379,39.6234386146503,0.9485,0.543333333333333
0.723,0.995,-20.3103741541929,43.4757842984467,0.1237,0.916666666666667
0.654,0.997,-69.5920873442517,40.2493554303385,0.9496,0.734
0.333,0.548,-34.4354023880751,22.5871710688263,0.8155,0.7
0.32,0.952,-25.0331174158649,27.3476876813394,0.9692,0.783333333333333
0.925,0.985,-26.1209401045965,4.47496751991031,1,0.99
0.712,0.739,-41.7368642396456,32.1439633187252,0.9704,0.87
0.463,0.833,-27.9493465940249,63.9978380466947,0.9236,0.69
0.676,0.256,9.43396675088143,85.3382576582759,0.0115,0.321
0.217,0.706,-28.3268975153659,15.4210318722376,0.4574,0.231
0.879,0.949,-37.4941051929541,10.2157388544329,0.9605,0.718
0.764,0.982,-11.3627227497844,20.1003941551027,0.9946,0.87
0.059,0.247,-27.4571632334208,21.9488558839433,0.2868,0.113
